frame	time	camMag	camDx	camDy	meanMag	maxMag	hiFrac	loFrac	localEnergy	plantArea	plantN	plantCx	plantCy	shadowFrac	shadowChange	shadowCx	shadowCy	luma
170	5.6723	4.472	-2.000	-4.000	14.097	39.598	0.0182	0.0864	13.6698	0.05745	1	449.0	479.5	0.0358	0.00897	308.5	602.7	125.75
171	5.7057	4.000	0.000	-4.000	14.008	41.037	0.0114	0.0955	13.4892	0.06026	1	456.8	483.6	0.0368	0.00798	311.8	605.5	125.60
172	5.7391	12.166	-12.000	-2.000	17.002	38.210	0.0227	0.0227	12.7511	0.06107	1	472.9	486.2	0.0438	0.02048	299.0	532.8	125.74
173	5.7724	4.472	-2.000	-4.000	13.171	39.598	0.0159	0.1205	12.5886	0.06338	1	478.3	487.6	0.0399	0.01371	303.6	613.7	127.03
174	5.8058	4.000	0.000	-4.000	12.653	38.210	0.0102	0.0989	12.1977	0.06535	1	480.6	484.9	0.0388	0.00657	297.2	621.9	127.49
175	5.8392	4.472	-2.000	-4.000	12.895	39.699	0.0091	0.1227	11.9843	0.06895	1	490.8	484.6	0.0375	0.01153	299.0	642.0	128.83
176	5.8725	4.472	-2.000	-4.000	11.379	39.699	0.0318	0.1511	10.2870	0.06802	1	492.2	493.6	0.0379	0.01221	272.6	631.8	128.87
177	5.9059	6.000	0.000	-6.000	12.275	38.210	0.0148	0.1318	10.5715	0.06840	1	494.1	502.4	0.0378	0.00634	271.7	638.7	129.28
178	5.9393	6.000	0.000	-6.000	12.194	39.598	0.0034	0.1000	10.5590	0.07104	1	489.4	507.9	0.0383	0.00654	266.9	645.2	129.96
179	5.9726	6.325	-2.000	-6.000	13.044	39.699	0.0205	0.0716	11.0779	0.07327	1	489.7	512.2	0.0418	0.00935	301.2	657.5	130.49
180	6.0060	6.000	0.000	-6.000	13.445	41.037	0.0102	0.0670	11.3940	0.07390	1	488.3	515.9	0.0413	0.00720	307.1	663.8	130.91
181	6.0394	6.000	0.000	-6.000	13.335	41.037	0.0057	0.0659	10.9857	0.07508	1	486.3	521.7	0.0408	0.00750	303.1	669.7	131.03
182	6.0727	6.000	0.000	-6.000	13.458	42.426	0.0125	0.0841	11.2868	0.07373	1	486.7	531.9	0.0412	0.00704	305.2	676.2	131.07
183	6.1061	6.000	0.000	-6.000	12.245	41.037	0.0136	0.0705	10.2101	0.07414	1	486.7	536.1	0.0368	0.00872	270.1	675.8	131.24
184	6.1395	6.000	0.000	-6.000	12.724	39.598	0.0136	0.0523	10.7889	0.07579	1	484.1	538.3	0.0367	0.00542	269.8	684.6	131.34
185	6.1728	6.325	2.000	-6.000	12.981	39.598	0.0045	0.0625	10.9603	0.07651	1	483.4	543.7	0.0371	0.00600	266.3	688.2	131.38
186	6.2062	6.325	2.000	-6.000	13.269	39.598	0.0080	0.0489	11.2398	0.07496	1	486.9	550.7	0.0375	0.00568	270.4	693.0	130.90
187	6.2396	6.000	0.000	-6.000	13.755	42.426	0.0114	0.1386	11.6628	0.07396	1	492.5	556.0	0.0386	0.00613	272.6	697.9	130.53
188	6.2729	6.000	0.000	-6.000	12.973	39.699	0.0091	0.0193	10.8572	0.07404	1	497.1	562.9	0.0392	0.00527	274.8	700.5	130.32
189	6.3063	6.325	2.000	-6.000	13.437	41.037	0.0091	0.0125	11.1768	0.07553	1	495.8	567.8	0.0385	0.00626	273.1	708.6	130.34
190	6.3397	4.472	2.000	-4.000	12.260	42.426	0.0170	0.1182	10.3153	0.07585	1	498.4	570.0	0.0387	0.00467	273.2	714.3	129.81
191	6.3730	4.000	0.000	-4.000	11.620	42.426	0.0102	0.0693	10.2080	0.07762	1	499.3	568.7	0.0351	0.00857	270.3	736.5	129.38
192	6.4064	4.000	0.000	-4.000	11.644	39.598	0.0159	0.1409	9.9380	0.07855	1	494.7	572.4	0.0340	0.01142	264.7	719.5	128.95
193	6.4398	4.000	0.000	-4.000	11.656	41.037	0.0227	0.1966	9.6648	0.07591	1	492.1	580.5	0.0381	0.00873	271.6	725.0	128.34
194	6.4731	4.000	0.000	-4.000	11.544	39.699	0.0182	0.2057	9.5906	0.07638	1	484.4	584.9	0.0378	0.00461	269.9	727.9	128.13
195	6.5065	4.000	0.000	-4.000	9.985	38.419	0.0500	0.0375	8.6786	0.07830	1	473.3	587.9	0.0364	0.00486	264.6	732.1	128.29
196	6.5399	2.000	0.000	-2.000	9.631	39.598	0.0443	0.1205	8.4426	0.08061	1	461.3	589.6	0.0338	0.00625	256.2	739.0	128.10
197	6.5732	2.000	0.000	-2.000	7.304	34.409	0.0295	0.4000	6.0370	0.07991	1	453.1	592.9	0.0330	0.00321	252.5	743.8	128.41
198	6.6066	2.000	0.000	-2.000	6.901	33.941	0.0227	0.3716	5.6831	0.07990	1	451.4	593.1	0.0331	0.00318	253.7	745.5	128.31
199	6.6400	2.000	0.000	-2.000	8.212	39.598	0.0136	0.1739	6.9799	0.07870	1	456.4	597.3	0.0339	0.00299	255.1	747.8	128.11
200	6.6733	4.000	0.000	-4.000	9.644	39.598	0.0261	0.1011	8.4036	0.07811	1	463.2	605.1	0.0345	0.00380	259.2	748.4	127.99
201	6.7067	2.000	0.000	-2.000	7.177	33.941	0.0261	0.4727	5.8236	0.07680	1	470.4	612.3	0.0396	0.00833	297.8	755.9	128.08
202	6.7401	2.000	0.000	-2.000	6.511	39.699	0.0284	0.5114	5.1454	0.07520	1	474.3	616.5	0.0396	0.00234	297.8	758.2	127.91
203	6.7734	2.000	0.000	-2.000	4.815	39.598	0.0318	0.6511	3.2770	0.07623	1	474.0	617.9	0.0407	0.00285	298.7	760.1	127.93
204	6.8068	2.000	0.000	-2.000	4.181	35.609	0.0398	0.0000	2.6402	0.07730	1	471.2	619.3	0.0357	0.00648	260.3	760.3	127.70
205	6.8402	2.000	0.000	-2.000	4.187	35.384	0.0500	0.0000	2.7357	0.07783	1	466.1	617.4	0.0344	0.00374	258.5	760.5	127.92
206	6.8735	2.000	0.000	-2.000	3.037	34.986	0.0330	0.0023	1.3044	0.07786	1	463.9	619.1	0.0344	0.00225	258.6	764.1	127.82
207	6.9069	0.000	0.000	0.000	1.167	24.000	0.0205	0.4227	1.1665	0.07785	1	465.2	620.2	0.0351	0.00184	260.7	763.0	127.85
208	6.9403	0.000	0.000	0.000	0.934	36.878	0.0727	0.8489	0.9343	0.07805	1	468.8	619.2	0.0360	0.00277	262.2	765.2	127.83
209	6.9736	0.000	0.000	0.000	1.038	34.000	0.0648	0.7148	1.0380	0.07727	1	472.5	620.3	0.0365	0.00201	262.5	764.3	127.51
210	7.0070	0.000	0.000	0.000	0.344	28.844	0.0750	0.9045	0.3441	0.07725	1	471.4	621.3	0.0362	0.00074	260.9	763.9	127.69
211	7.0404	0.000	0.000	0.000	0.944	36.878	0.0716	0.8875	0.9438	0.07818	1	467.0	621.1	0.0395	0.00568	297.5	771.2	127.60
212	7.0737	0.000	0.000	0.000	0.878	32.311	0.0670	0.9011	0.8783	0.07906	1	465.4	619.7	0.0349	0.00615	258.4	766.6	127.44
213	7.1071	0.000	0.000	0.000	1.745	30.529	0.0909	0.6364	1.7453	0.07975	1	471.4	615.4	0.0363	0.00319	265.2	768.7	127.45
214	7.1405	0.000	0.000	0.000	1.489	38.419	0.0920	0.8727	1.4893	0.07824	1	477.5	615.3	0.0374	0.00315	269.1	764.9	127.40
215	7.1738	0.000	0.000	0.000	0.932	37.202	0.0761	0.8898	0.9320	0.07672	1	482.9	619.6	0.0370	0.00229	268.9	761.9	127.07
216	7.2072	0.000	0.000	0.000	0.841	35.384	0.0761	0.8739	0.8411	0.07703	1	481.3	620.0	0.0377	0.00287	270.3	761.6	127.24
217	7.2406	0.000	0.000	0.000	0.662	34.409	0.0545	0.9250	0.6621	0.07848	1	479.1	617.7	0.0373	0.00156	266.5	762.2	127.33
218	7.2739	0.000	0.000	0.000	1.429	31.623	0.0330	0.3580	1.4288	0.07802	1	480.1	617.7	0.0365	0.00229	264.4	760.6	127.32
219	7.3073	2.000	-2.000	0.000	1.760	32.311	0.0443	0.2420	1.6386	0.07729	1	478.9	616.2	0.0368	0.00203	266.1	761.3	127.41
220	7.3407	0.000	0.000	0.000	0.630	28.425	0.0614	0.8375	0.6298	0.07738	1	477.8	614.9	0.0358	0.00196	266.1	760.6	127.34
221	7.3740	0.000	0.000	0.000	0.706	32.802	0.0534	0.8170	0.7059	0.07782	1	477.2	611.2	0.0369	0.00196	267.7	760.7	127.31
222	7.4074	0.000	0.000	0.000	0.744	29.732	0.0545	0.8455	0.7441	0.07829	1	473.9	612.6	0.0359	0.00226	266.1	759.7	127.40
223	7.4408	0.000	0.000	0.000	2.059	34.409	0.0557	0.2102	2.0589	0.07776	1	470.9	612.8	0.0357	0.00261	263.4	760.4	127.40
224	7.4741	2.000	2.000	0.000	3.169	31.623	0.0170	0.0000	1.7902	0.07729	1	470.8	612.2	0.0358	0.00228	262.5	760.1	127.59
225	7.5075	2.000	2.000	0.000	2.543	30.265	0.0318	0.0193	1.3897	0.07668	1	473.4	612.1	0.0361	0.00203	262.3	757.4	126.98
226	7.5409	2.000	2.000	0.000	3.078	38.419	0.0227	0.0045	1.5515	0.07717	1	472.1	611.7	0.0365	0.00270	263.6	757.4	127.08
227	7.5742	2.000	2.000	0.000	2.782	30.067	0.0250	0.0000	1.0340	0.07612	1	469.8	612.9	0.0359	0.00292	259.4	755.7	126.95
228	7.6076	2.000	2.000	0.000	2.620	28.844	0.0341	0.0057	0.8026	0.07696	1	467.7	611.7	0.0362	0.00274	259.3	756.2	126.62
229	7.6410	2.000	2.000	0.000	3.590	28.844	0.0625	0.0000	1.8919	0.07812	1	461.5	608.5	0.0360	0.00280	257.4	754.8	126.58
230	7.6743	2.000	2.000	0.000	3.635	39.699	0.0557	0.0000	2.0285	0.07894	1	457.3	604.8	0.0348	0.00362	253.3	755.6	126.54
231	7.7077	2.000	2.000	0.000	2.999	30.529	0.0386	0.0000	1.3362	0.07922	1	453.1	604.8	0.0353	0.00247	254.8	755.4	126.41
232	7.7411	2.828	2.000	2.000	3.609	36.878	0.0295	0.0000	2.0909	0.07983	1	451.9	604.7	0.0337	0.00351	252.2	752.2	126.46
233	7.7744	2.828	2.000	2.000	4.582	33.941	0.0409	0.0011	2.3720	0.07929	1	450.7	605.0	0.0331	0.00246	250.1	752.0	126.38
234	7.8078	2.828	2.000	2.000	3.824	36.878	0.0307	0.0045	2.0072	0.07834	1	451.7	605.2	0.0330	0.00202	250.6	751.0	126.12
235	7.8412	2.828	2.000	2.000	4.287	36.770	0.0852	0.0045	3.0527	0.07928	1	457.2	599.0	0.0352	0.00338	257.7	749.7	126.14
236	7.8745	2.828	2.000	2.000	3.911	34.986	0.0614	0.0023	2.2881	0.07794	1	460.2	597.8	0.0360	0.00231	258.7	747.3	126.09
237	7.9079	2.828	2.000	2.000	2.902	33.941	0.0716	0.0432	2.3243	0.07735	1	455.9	598.8	0.0352	0.00236	255.5	745.7	126.22
238	7.9413	0.000	0.000	0.000	1.511	31.623	0.0943	0.8330	1.5109	0.07847	1	449.5	600.4	0.0334	0.00364	250.5	744.2	126.30
239	7.9746	0.000	0.000	0.000	0.882	32.558	0.0705	0.8511	0.8825	0.07810	1	446.8	601.4	0.0336	0.00124	250.8	742.8	126.50
240	8.0080	0.000	0.000	0.000	0.950	34.000	0.0784	0.8864	0.9501	0.07901	1	442.6	599.3	0.0331	0.00201	248.7	744.5	126.55
241	8.0414	2.000	2.000	0.000	2.798	38.419	0.0739	0.0398	1.4232	0.07900	1	435.4	598.5	0.0326	0.00217	246.8	744.5	126.65
242	8.0747	0.000	0.000	0.000	0.759	28.844	0.0591	0.8341	0.7585	0.07912	1	433.2	597.3	0.0319	0.00145	245.6	746.4	126.66
243	8.1081	0.000	0.000	0.000	1.128	22.000	0.0580	0.5659	1.1278	0.07900	1	436.0	596.8	0.0317	0.00149	246.6	747.9	126.62
244	8.1415	2.000	2.000	0.000	2.394	32.558	0.0625	0.0875	2.0577	0.07917	1	439.7	595.0	0.0317	0.00257	247.3	745.1	126.68
245	8.1748	2.000	0.000	2.000	3.981	36.878	0.0648	0.0034	2.4032	0.07751	1	446.9	595.1	0.0338	0.00383	252.9	742.6	126.43
246	8.2082	2.000	0.000	2.000	2.009	33.941	0.0307	0.1750	1.2146	0.07692	1	449.3	596.8	0.0340	0.00150	253.6	741.2	126.61
247	8.2416	2.000	0.000	2.000	2.884	33.941	0.0398	0.0023	1.3087	0.07741	1	445.1	595.2	0.0341	0.00187	254.2	739.7	126.84
248	8.2749	0.000	0.000	0.000	2.227	35.384	0.0705	0.3705	2.2274	0.07879	1	439.3	594.2	0.0335	0.00221	250.9	740.3	126.95
249	8.3083	2.000	2.000	0.000	2.604	34.059	0.0977	0.1295	1.9403	0.07915	1	431.3	592.1	0.0316	0.00394	243.8	742.3	127.01
250	8.3417	2.000	2.000	0.000	2.392	36.056	0.0102	0.0000	0.5805	0.07911	1	428.4	591.1	0.0311	0.00189	245.2	740.0	126.95
251	8.3750	2.000	2.000	0.000	1.965	26.000	0.0330	0.0352	0.9507	0.07839	1	429.4	591.7	0.0314	0.00147	246.4	739.0	126.82
252	8.4084	2.000	2.000	0.000	2.223	26.000	0.0284	0.0295	0.6794	0.07839	1	429.6	591.1	0.0314	0.00131	247.0	739.0	126.62
253	8.4418	2.000	2.000	0.000	1.690	22.000	0.0068	0.0795	0.5141	0.07885	1	428.2	590.5	0.0314	0.00137	246.8	738.0	126.63
254	8.4751	0.000	0.000	0.000	0.409	25.612	0.0534	0.8977	0.4092	0.07795	1	427.5	592.2	0.0309	0.00072	245.4	738.2	126.47
255	8.5085	0.000	0.000	0.000	0.264	22.091	0.0375	0.9375	0.2636	0.07696	1	428.6	593.9	0.0308	0.00106	247.2	740.5	126.23
256	8.5419	0.000	0.000	0.000	0.810	30.463	0.0670	0.8943	0.8099	0.07696	1	431.4	594.7	0.0317	0.00145	248.2	739.3	126.18
257	8.5752	0.000	0.000	0.000	0.906	36.770	0.0693	0.8830	0.9060	0.07744	1	434.8	594.0	0.0330	0.00257	251.9	740.5	126.18
258	8.6086	2.000	-2.000	0.000	1.530	28.425	0.0182	0.1682	1.1333	0.07754	1	433.7	594.7	0.0317	0.00234	247.6	739.4	126.15
259	8.6420	2.000	-2.000	0.000	2.757	34.986	0.0477	0.0170	1.2166	0.07907	1	431.2	592.8	0.0317	0.00191	247.2	741.2	126.62
260	8.6753	2.000	-2.000	0.000	2.113	26.907	0.0443	0.0295	1.0160	0.07964	1	429.5	592.0	0.0317	0.00147	246.9	741.9	126.55
261	8.7087	2.000	-2.000	0.000	2.153	18.111	0.0091	0.0000	0.5780	0.07920	1	429.8	594.3	0.0311	0.00184	244.1	743.0	126.65
262	8.7421	2.000	-2.000	0.000	2.391	27.857	0.0273	0.0000	0.5375	0.07854	1	431.6	596.6	0.0321	0.00203	245.4	742.5	126.63
263	8.7754	2.000	-2.000	0.000	2.196	31.623	0.0659	0.0864	1.1709	0.07892	1	435.7	595.0	0.0326	0.00261	248.1	742.8	126.57
264	8.8088	2.000	-2.000	0.000	2.861	41.037	0.0625	0.0000	0.9790	0.07951	1	439.9	592.9	0.0336	0.00318	250.8	743.9	126.81
265	8.8422	2.000	-2.000	0.000	2.427	30.000	0.0295	0.0080	0.8420	0.07876	1	441.5	591.9	0.0339	0.00165	250.2	743.3	126.82
266	8.8755	2.000	-2.000	0.000	2.385	30.067	0.0545	0.0261	1.2665	0.07866	1	439.2	594.7	0.0332	0.00302	248.3	740.8	127.13
267	8.9089	2.000	-2.000	0.000	2.613	26.077	0.0523	0.0000	1.0581	0.07805	1	437.9	598.0	0.0328	0.00192	246.3	741.7	127.14
268	8.9423	2.000	-2.000	0.000	2.320	23.324	0.0068	0.0000	0.5389	0.07876	1	439.6	598.1	0.0329	0.00180	247.0	742.5	127.36
269	8.9756	2.000	-2.000	0.000	2.712	33.941	0.0545	0.0000	1.0482	0.07897	1	443.6	596.2	0.0331	0.00202	249.1	743.8	127.58
270	9.0090	2.000	-2.000	0.000	3.245	33.287	0.0602	0.0000	1.4217	0.07834	1	448.7	595.8	0.0337	0.00308	252.5	744.9	127.39
271	9.0424	2.000	-2.000	0.000	4.784	35.384	0.0568	0.7080	3.0902	0.07849	1	458.3	596.2	0.0357	0.00485	257.5	745.0	127.89
272	9.0757	2.000	-2.000	0.000	2.621	33.941	0.0398	0.0000	0.8578	0.07796	1	460.1	598.8	0.0352	0.00218	256.2	744.4	127.81
273	9.1091	2.000	-2.000	0.000	3.014	34.059	0.0818	0.0023	1.5208	0.07737	1	457.1	602.3	0.0350	0.00225	256.8	744.9	127.90
274	9.1425	2.000	-2.000	0.000	2.281	30.594	0.0466	0.0545	1.3876	0.07855	1	453.8	599.6	0.0334	0.00262	252.7	746.1	127.96
275	9.1758	0.000	0.000	0.000	0.609	34.986	0.0523	0.8784	0.6088	0.07891	1	451.6	598.2	0.0341	0.00203	253.4	749.1	128.09
276	9.2092	0.000	0.000	0.000	0.354	19.799	0.0784	0.8761	0.3544	0.07873	1	451.7	598.9	0.0335	0.00198	252.5	748.5	128.13
277	9.2426	0.000	0.000	0.000	1.557	33.106	0.0443	0.2977	1.5570	0.07862	1	453.8	601.1	0.0340	0.00162	254.1	749.5	128.05
278	9.2759	0.000	0.000	0.000	0.796	33.941	0.0443	0.7045	0.7964	0.07805	1	455.3	601.1	0.0351	0.00231	257.1	751.4	127.93
279	9.3093	0.000	0.000	0.000	0.360	11.314	0.0886	0.8773	0.3597	0.07737	1	457.4	603.4	0.0350	0.00122	256.1	751.4	127.83
280	9.3427	2.000	2.000	0.000	1.396	31.305	0.0250	0.2955	1.2924	0.07742	1	457.0	604.3	0.0349	0.00147	256.4	751.9	127.65
281	9.3760	2.000	2.000	0.000	2.308	22.627	0.0205	0.0000	0.5388	0.07710	1	455.1	606.5	0.0347	0.00208	254.7	752.9	127.44
282	9.4094	2.000	2.000	0.000	2.053	16.000	0.0034	0.0148	0.3800	0.07747	1	453.7	604.4	0.0338	0.00276	250.2	752.1	127.45
283	9.4428	2.000	2.000	0.000	2.494	31.305	0.0239	0.0011	0.8534	0.07774	1	454.5	603.1	0.0348	0.00257	255.5	752.6	127.21
284	9.4761	2.000	2.000	0.000	3.651	33.941	0.0284	0.0000	2.3110	0.07752	1	453.5	601.7	0.0345	0.00214	254.8	751.7	127.28
285	9.5095	2.000	2.000	0.000	2.608	25.298	0.0205	0.0239	1.7407	0.07777	1	455.2	601.9	0.0348	0.00140	255.1	750.6	127.23
286	9.5429	0.000	0.000	0.000	0.855	36.878	0.0818	0.7193	0.8548	0.07749	1	457.9	602.0	0.0352	0.00140	256.5	748.1	127.01
287	9.5762	0.000	0.000	0.000	0.253	14.422	0.0432	0.8977	0.2532	0.07777	1	457.4	601.2	0.0354	0.00139	255.4	745.7	126.95
288	9.6096	0.000	0.000	0.000	1.442	26.907	0.0545	0.4352	1.4421	0.07710	1	455.7	602.1	0.0352	0.00188	254.3	744.1	126.94
289	9.6430	0.000	0.000	0.000	1.286	38.210	0.0955	0.7295	1.2861	0.07738	1	448.5	601.3	0.0337	0.00382	251.8	746.5	126.87
290	9.6763	0.000	0.000	0.000	0.583	25.456	0.0500	0.8920	0.5834	0.07832	1	445.4	599.6	0.0337	0.00232	251.3	747.3	126.79
291	9.7097	0.000	0.000	0.000	0.354	20.000	0.0784	0.8534	0.3543	0.07823	1	446.6	599.5	0.0345	0.00151	254.1	748.2	126.37
292	9.7431	0.000	0.000	0.000	0.211	20.881	0.0466	0.9341	0.2109	0.07838	1	445.3	600.0	0.0346	0.00069	253.4	748.2	126.50
293	9.7764	0.000	0.000	0.000	0.411	33.941	0.0375	0.9273	0.4111	0.07844	1	446.1	598.9	0.0345	0.00110	252.0	748.5	126.60
294	9.8098	0.000	0.000	0.000	0.591	22.804	0.0580	0.8966	0.5913	0.07735	1	449.4	597.9	0.0343	0.00127	253.0	747.4	126.50
295	9.8432	0.000	0.000	0.000	1.312	31.623	0.0886	0.8807	1.3115	0.07746	1	457.1	599.3	0.0353	0.00229	256.4	745.1	126.29
296	9.8765	0.000	0.000	0.000	1.102	30.529	0.0864	0.8920	1.1017	0.07650	1	463.2	601.7	0.0363	0.00274	259.2	744.8	126.26
297	9.9099	0.000	0.000	0.000	0.652	30.594	0.0580	0.8977	0.6525	0.07614	1	467.7	604.7	0.0329	0.00506	249.0	740.2	126.25
298	9.9433	0.000	0.000	0.000	0.562	23.324	0.0489	0.8830	0.5615	0.07570	1	466.5	604.9	0.0355	0.00618	256.3	741.2	126.22
299	9.9766	0.000	0.000	0.000	0.967	36.056	0.0841	0.8852	0.9672	0.07616	1	464.6	600.2	0.0363	0.00230	257.5	742.9	126.14
300	10.0100	0.000	0.000	0.000	1.113	36.770	0.0636	0.7432	1.1130	0.07719	1	462.7	594.5	0.0360	0.00162	257.5	742.3	126.21
301	10.0434	0.000	0.000	0.000	1.062	28.425	0.0114	0.4409	1.0618	0.07770	1	461.1	593.6	0.0315	0.00566	247.4	738.4	126.22
302	10.0767	2.000	0.000	2.000	2.377	28.844	0.0330	0.0318	1.8135	0.07854	1	460.1	593.2	0.0356	0.00575	257.0	740.9	126.27
303	10.1101	2.828	2.000	2.000	3.490	33.941	0.0341	0.0000	1.9125	0.07914	1	458.6	592.5	0.0350	0.00225	256.0	739.2	126.48
304	10.1435	2.828	2.000	2.000	2.643	41.037	0.0284	0.0261	2.2277	0.07658	1	455.7	595.6	0.0350	0.00303	257.3	735.5	126.18
305	10.1768	2.828	2.000	2.000	3.647	33.941	0.0409	0.0000	2.0864	0.07710	1	454.3	593.3	0.0313	0.00587	249.0	734.5	126.20
306	10.2102	2.000	2.000	0.000	2.630	38.419	0.0273	0.0034	1.6159	0.07817	1	451.9	587.8	0.0318	0.00195	252.2	732.9	126.36
307	10.2436	0.000	0.000	0.000	1.036	32.802	0.0898	0.8500	1.0357	0.07832	1	446.7	588.7	0.0342	0.00563	253.4	732.4	126.34
308	10.2769	0.000	0.000	0.000	1.238	35.384	0.0864	0.8182	1.2378	0.07692	1	442.6	593.7	0.0333	0.00180	253.1	734.3	126.22
309	10.3103	2.000	2.000	0.000	2.468	31.305	0.0568	0.0523	1.2538	0.07816	1	439.1	593.1	0.0321	0.00226	251.0	737.8	126.40
310	10.3437	0.000	0.000	0.000	1.365	33.941	0.0568	0.4670	1.3648	0.07885	1	439.9	589.6	0.0318	0.00184	249.8	736.8	126.31
311	10.3770	0.000	0.000	0.000	0.781	30.594	0.0807	0.8886	0.7812	0.08010	1	440.1	586.3	0.0332	0.00202	252.6	737.5	126.19
312	10.4104	0.000	0.000	0.000	0.514	31.241	0.0580	0.9023	0.5139	0.08005	1	441.6	585.5	0.0332	0.00104	254.1	736.4	126.13
313	10.4438	0.000	0.000	0.000	0.443	26.077	0.0420	0.9216	0.4432	0.07917	1	441.2	586.9	0.0335	0.00093	255.1	735.9	125.97
314	10.4771	0.000	0.000	0.000	0.648	31.241	0.0750	0.8864	0.6483	0.07749	1	439.4	591.3	0.0324	0.00150	251.7	737.2	125.99
315	10.5105	0.000	0.000	0.000	0.508	33.941	0.0534	0.9114	0.5084	0.07817	1	437.6	591.3	0.0324	0.00119	253.1	738.7	126.05
316	10.5439	0.000	0.000	0.000	0.780	34.059	0.0693	0.8477	0.7796	0.08008	1	439.0	587.7	0.0329	0.00148	252.9	737.7	126.37
317	10.5772	0.000	0.000	0.000	1.240	22.091	0.0295	0.3420	1.2403	0.08006	1	437.6	588.0	0.0330	0.00144	252.0	738.7	126.39
318	10.6106	0.000	0.000	0.000	0.716	34.000	0.0466	0.7784	0.7155	0.07937	1	436.4	589.5	0.0329	0.00303	250.8	736.3	126.94
319	10.6440	2.000	-2.000	0.000	2.703	31.305	0.0330	0.0000	0.8608	0.07971	1	440.1	588.3	0.0339	0.00320	252.3	738.8	127.00
320	10.6773	4.000	-4.000	0.000	9.022	41.037	0.0159	0.1648	6.5920	0.08114	1	448.0	590.8	0.0776	0.04713	315.9	698.3	128.15
321	10.7107	2.000	0.000	-2.000	3.708	35.384	0.0318	0.0068	3.0415	0.07834	1	448.7	591.5	0.0462	0.03317	326.6	712.0	127.30
